district,year,nitrogen,phosphorus,potassium,ph,temperature,jun_rain,jul_rain,aug_rain,sep_rain,oct_rain,humidity,irrigation_type,crop_variety,soil_type,yield
DHAMTARI,2004,108.61670995145555,51.559188318873666,37.7034950967391,6.136651484037951,27.395380078347348,8.71,10.41,6.59,7.91,1.31,75,1,1,0,1.3943566076938145
DHAMTARI,2004,112.67315178549654,52.07401384798109,38.595389200579994,6.309819679430609,26.657088065177227,8.71,10.41,6.59,7.91,1.31,75,1,1,0,1.3435032155071747
DHAMTARI,2004,103.48304229501093,47.86237760310172,35.64266744109107,6.351638959226601,27.138724216962203,8.71,10.41,6.59,7.91,1.31,75,1,1,0,1.3806551746732694
DHAMTARI,2004,109.43653982003384,49.21005113567741,35.5701951879195,6.182150171251102,26.46980201878228,8.71,10.41,6.59,7.91,1.31,75,1,1,0,1.3727066161138233
DHAMTARI,2004,100.71375437885422,45.80141080160347,33.34052127752826,6.717745068741491,26.819417482899194,8.71,10.41,6.59,7.91,1.31,75,1,1,0,1.3306569837394764
DHAMTARI,2005,151.02118891457602,68.43188579819414,50.51007636899759,6.2041495215514075,27.728341021975613,4.78,16.76,10.85,11.18,5.17,75,1,1,0,1.8998481950832098
DHAMTARI,2005,140.88450452118997,60.5865222104277,46.88329706797141,6.118662773478132,27.495531420437185,4.78,16.76,10.85,11.18,5.17,75,1,1,0,1.8314964179917932
DHAMTARI,2005,138.7604881369775,62.3290417916846,47.65818732417007,6.761280824156865,28.66843632161782,4.78,16.76,10.85,11.18,5.17,75,1,1,0,1.8302601634811633
DHAMTARI,2005,142.8104154467073,65.38331571498982,50.61999451710714,6.273680179522511,28.281917615791127,4.78,16.76,10.85,11.18,5.17,75,1,1,0,1.8290404294624218
DHAMTARI,2005,136.4225534250449,58.65305405233158,48.43958966342567,6.171804273516045,27.513723936211417,4.78,16.76,10.85,11.18,5.17,75,1,1,0,1.840601816467256
DHAMTARI,2006,159.47180350635713,70.50361824081531,55.03737378337553,6.574766063898665,29.506215729859797,3.07,12.68,11.25,10.03,0.23,75,1,1,0,2.011765138186692
DHAMTARI,2006,150.58015103927545,66.69073886327178,54.176418105286054,6.33278322217471,27.741821531777603,3.07,12.68,11.25,10.03,0.23,75,1,1,0,1.91872834421939
DHAMTARI,2006,160.31789016276508,69.86341303243123,57.133234022771916,6.494351275093589,28.549956175890216,3.07,12.68,11.25,10.03,0.23,75,1,1,0,2.0338666079948537
DHAMTARI,2006,157.98341063510878,70.3305008972077,53.430980118110995,6.352848599336747,28.69236314358369,3.07,12.68,11.25,10.03,0.23,75,1,1,0,2.034431540214636
DHAMTARI,2006,161.702344224414,72.78076079076797,58.37870450047265,6.340802198219737,28.19501171492204,3.07,12.68,11.25,10.03,0.23,75,1,1,0,2.093193632510508
DHAMTARI,2007,152.48246993206126,68.15063007287758,53.257678382629734,6.391218276674026,26.758466913173645,19.39,9.81,9.77,6.93,0.98,75,1,1,0,1.9957553707907858
DHAMTARI,2007,146.79146793357523,65.69166433819781,48.82287426421577,6.278815829253519,26.4707743589173,19.39,9.81,9.77,6.93,0.98,75,1,1,0,2.038024431746827
DHAMTARI,2007,153.1166060145689,70.72831174722518,54.413730784680205,6.63897937712188,25.92713027438711,19.39,9.81,9.77,6.93,0.98,75,1,1,0,1.9339536313744978
DHAMTARI,2007,150.5242679822175,65.91226378071185,49.49093778212416,6.363305617737575,27.044264995653894,19.39,9.81,9.77,6.93,0.98,75,1,1,0,1.983507316401152
DHAMTARI,2007,158.62208111417223,72.00570913829156,53.39630056704649,6.711834361076794,26.189282248005306,19.39,9.81,9.77,6.93,0.98,75,1,1,0,1.9522471790849731
DHAMTARI,2008,128.10677506282434,60.247601899006646,42.92609974744549,6.701123384519273,29.42458182204247,8.15,7.28,8.55,11.62,0.41,75,1,1,0,1.8240243174510402
DHAMTARI,2008,135.81644578744593,60.939124806612206,49.329998800208735,6.1763685760436955,28.724290949893028,8.15,7.28,8.55,11.62,0.41,75,1,1,0,1.782015142562756
DHAMTARI,2008,141.02536711988486,65.44937773061592,48.99147133134546,6.499028961165148,28.73689172981986,8.15,7.28,8.55,11.62,0.41,75,1,1,0,1.686932959970947
DHAMTARI,2008,131.15783480300314,59.78098090041628,46.776085776055176,6.936241268552045,28.24662801982523,8.15,7.28,8.55,11.62,0.41,75,1,1,0,1.7847023260305728
DHAMTARI,2008,138.61571329205495,61.84743920913237,51.890567691112835,6.702519052509912,29.028257759179475,8.15,7.28,8.55,11.62,0.41,75,1,1,0,1.7899412422067518
DHAMTARI,2009,141.27609997093788,63.50283582330582,46.6360693434513,6.588958490040861,26.733196305847375,2.65,19.34,9.42,3.26,1.28,75,1,1,0,1.7278950864149036
DHAMTARI,2009,133.24727814024277,63.164848272124395,47.323872832502694,6.670961697499604,26.488561492323253,2.65,19.34,9.42,3.26,1.28,75,1,1,0,1.8709694047090646
DHAMTARI,2009,138.97819587523605,65.35991938124322,48.06254558860412,6.450377886060518,26.763499538719312,2.65,19.34,9.42,3.26,1.28,75,1,1,0,1.7498926902926375
DHAMTARI,2009,147.89371794586347,66.97254169907387,50.56909599662289,6.622793641507112,28.44090595860403,2.65,19.34,9.42,3.26,1.28,75,1,1,0,1.7234927911063807
DHAMTARI,2009,146.19682415943072,66.49315923296463,50.36952591247655,6.520156551709604,27.567281902391223,2.65,19.34,9.42,3.26,1.28,75,1,1,0,1.8056658325270438
DHAMTARI,2010,175.348478802858,81.11404725197056,63.88700689684314,6.449685507522061,28.039417612932702,5.75,15.83,9.75,10.49,2.7,75,1,1,0,2.312786302754753
DHAMTARI,2010,181.53968106185602,82.04014419728928,66.31929134566444,6.639081942026026,28.22036670661987,5.75,15.83,9.75,10.49,2.7,75,1,1,0,2.2253588608636705
DHAMTARI,2010,175.60516047755647,78.44740603570389,58.87671792825441,6.652262180268841,27.208553000717316,5.75,15.83,9.75,10.49,2.7,75,1,1,0,2.3663292221906422
DHAMTARI,2010,172.91114691476795,77.73487973930195,59.881362219758635,6.4610641621358145,27.291359302480846,5.75,15.83,9.75,10.49,2.7,75,1,1,0,2.2947152299186837
DHAMTARI,2010,179.239395885304,82.07849866854315,63.698588513373565,6.26463744959836,28.518711884928653,5.75,15.83,9.75,10.49,2.7,75,1,1,0,2.3880837722884163
DHAMTARI,2011,191.98428814032755,83.68963903678959,67.57517033110261,6.363201785336536,27.308775874508473,5.84,11.86,14.84,11.84,0.14,75,1,1,0,2.410039405134627
DHAMTARI,2011,199.33002002049045,92.06327745643355,70.5748293525097,6.4010865620083965,26.504249426040257,5.84,11.86,14.84,11.84,0.14,75,1,1,0,2.609563767066319
DHAMTARI,2011,190.58586593048355,82.53099148052898,68.59719466227618,6.397509562015599,25.824520867010225,5.84,11.86,14.84,11.84,0.14,75,1,1,0,2.5877804644000317
DHAMTARI,2011,187.94910462647692,84.94381244278497,66.26671196520682,7.044412891689055,26.17250262090244,5.84,11.86,14.84,11.84,0.14,75,1,1,0,2.5974629211504805
DHAMTARI,2011,194.76003556440523,89.04357050057187,67.96432709162998,6.511961596087752,26.834443934401346,5.84,11.86,14.84,11.84,0.14,75,1,1,0,2.41235098898121
DHAMTARI,2012,197.021422057776,90.95980128084115,72.22640943763128,6.263610378420068,28.21848037117085,8.1,19.13,17.01,8.91,0.84,75,1,1,0,2.5127510537413884
DHAMTARI,2012,205.99953011138973,94.21995728923318,72.15398324261794,6.1890729287556105,29.13049472325348,8.1,19.13,17.01,8.91,0.84,75,1,1,0,2.585821614572913
DHAMTARI,2012,206.00468932854702,92.55961260580439,72.11153609956501,6.617346464484697,27.403386064217468,8.1,19.13,17.01,8.91,0.84,75,1,1,0,2.5734305824289088
DHAMTARI,2012,203.05731249237292,89.61034511129614,69.0766577922356,6.489691989701622,28.05968863656258,8.1,19.13,17.01,8.91,0.84,75,1,1,0,2.723525349882319
DHAMTARI,2012,191.8229511269535,86.54886243015233,66.61103513974835,6.164299942101331,28.542003080145918,8.1,19.13,17.01,8.91,0.84,75,1,1,0,2.5594632805969897
DHAMTARI,2013,164.960408805763,73.14508564938245,61.74245167693671,6.214409163620734,28.45095042671518,13.25,17.12,11.68,5.94,5.19,75,1,1,0,2.2081000871565055
DHAMTARI,2013,170.1400390840144,74.37180346266368,59.98031218644562,6.3393691404795165,29.77204165008679,13.25,17.12,11.68,5.94,5.19,75,1,1,0,2.2917718604232804
DHAMTARI,2013,173.4379923214479,79.96521961853777,60.38890916829742,6.663490545718074,29.472966598429675,13.25,17.12,11.68,5.94,5.19,75,1,1,0,2.27896017469798
DHAMTARI,2013,168.29533963997278,73.97059287918202,57.42609033935355,6.2511385396457495,28.110633907573977,13.25,17.12,11.68,5.94,5.19,75,1,1,0,2.23913637968834
DHAMTARI,2013,170.67758934729108,76.53809866884866,58.345110048710964,6.4819648873753986,29.68015065879594,13.25,17.12,11.68,5.94,5.19,75,1,1,0,2.244153940354847
DHAMTARI,2014,240.8371339388468,106.45540056498486,80.71563879532364,6.184072517051424,27.40554198649902,3.43,16.58,7.94,10.77,2.46,75,1,1,0,3.063367625655477
DHAMTARI,2014,244.2557390078366,111.76224789316166,83.37344365867854,6.474037264820696,26.826156820998893,3.43,16.58,7.94,10.77,2.46,75,1,1,0,2.989301006153408
DHAMTARI,2014,238.7420902297925,105.55119308898134,83.34360694367699,6.743544892462251,27.357379452770136,3.43,16.58,7.94,10.77,2.46,75,1,1,0,3.1062290585908547
DHAMTARI,2014,247.7043118715454,106.01360046006184,88.5507407012843,6.308940678789546,25.827279428758214,3.43,16.58,7.94,10.77,2.46,75,1,1,0,3.089865211989462
DHAMTARI,2014,240.71407185558934,109.4462536559459,86.92365225514125,6.406314097631178,27.16792254468577,3.43,16.58,7.94,10.77,2.46,75,1,1,0,3.2813409042455364
DHAMTARI,2015,150.4707974017303,66.98389783837466,52.951546133669076,6.247072799059471,27.45549626018902,11.52,7.04,10.11,9.95,0.16,75,1,1,0,1.7469146842850278
DHAMTARI,2015,130.91968992384503,58.92596663057096,44.856128678935015,6.459640768806789,28.543961128805627,11.52,7.04,10.11,9.95,0.16,75,1,1,0,1.840532747665831
DHAMTARI,2015,138.69250794496864,61.99388871669372,47.15022369112093,6.808209737941568,28.69683002943742,11.52,7.04,10.11,9.95,0.16,75,1,1,0,1.829611609684531
DHAMTARI,2015,139.2622808712086,61.03802931599646,49.300553274263216,6.342724591279857,27.953264481831,11.52,7.04,10.11,9.95,0.16,75,1,1,0,1.8913916561687552
DHAMTARI,2015,142.59538442597963,64.39544564689261,54.29498405239824,6.314281275778336,27.75915487288851,11.52,7.04,10.11,9.95,0.16,75,1,1,0,1.882462148546924
DHAMTARI,2016,256.36342976639565,115.11238945822076,92.39139582406985,6.338785920808856,27.616581095209867,7.18,12.5,8.44,12.32,2.83,75,1,1,0,3.1495259713597115
DHAMTARI,2016,256.2124273964462,118.56743691447271,91.7370147677689,6.649941538252467,26.4586742154422,7.18,12.5,8.44,12.32,2.83,75,1,1,0,3.189784784953405
DHAMTARI,2016,253.87292708309806,113.00560219034973,90.06692176162557,6.743016966602081,27.284349152520157,7.18,12.5,8.44,12.32,2.83,75,1,1,0,3.427387801188338
DHAMTARI,2016,253.83840793496609,113.77028007959747,85.06865826929803,6.71495412982167,27.880322262049113,7.18,12.5,8.44,12.32,2.83,75,1,1,0,3.4087923025666877
DHAMTARI,2016,250.0557900287275,112.65093293637838,83.88338197775991,6.728389516441605,27.63210119914712,7.18,12.5,8.44,12.32,2.83,75,1,1,0,3.1902584041845365
DHAMTARI,2017,173.95816535516366,80.14706328986718,59.01882960165564,6.3192841753583835,28.02190292907109,6.49,14.56,9.34,6.81,2.49,75,1,1,0,2.148252811633057
DHAMTARI,2017,171.6558515421148,75.8446431568332,58.617385066353314,6.729755112662298,27.564211720932626,6.49,14.56,9.34,6.81,2.49,75,1,1,0,2.2531199297934092
DHAMTARI,2017,169.32404524433827,78.01229769818207,57.425659357360075,6.4156043561712135,28.900957444999342,6.49,14.56,9.34,6.81,2.49,75,1,1,0,2.130741381783993
DHAMTARI,2017,167.64800939571091,72.92148038327151,56.10589774556567,6.516075917835572,28.32544627539281,6.49,14.56,9.34,6.81,2.49,75,1,1,0,2.193491429064778
DHAMTARI,2017,161.9440560610386,73.5243189942078,54.44175789450504,6.494007151561303,28.313905137322326,6.49,14.56,9.34,6.81,2.49,75,1,1,0,2.253062939471763
DHAMTARI,2018,184.18537963391012,81.30720264344885,65.74885266836621,6.737469395616301,28.82528695368664,5.08,11.11,13.96,4.16,0.19,75,1,1,0,2.3384971714881604
DHAMTARI,2018,184.5106310868245,81.75834677260669,66.34677658393618,6.500527157004404,29.627375787512452,5.08,11.11,13.96,4.16,0.19,75,1,1,0,2.4801053820678174
DHAMTARI,2018,184.78565769541186,83.82705368151039,63.35572526448546,6.477456772583766,29.151480116141492,5.08,11.11,13.96,4.16,0.19,75,1,1,0,2.4247644497067165
DHAMTARI,2018,182.104832212934,84.90243715966615,65.37735139005132,6.603859763735248,29.250711405291234,5.08,11.11,13.96,4.16,0.19,75,1,1,0,2.3228723694054905
DHAMTARI,2018,186.07995351479158,79.68676319669373,63.70298120184366,6.158295094194166,29.274433613350787,5.08,11.11,13.96,4.16,0.19,75,1,1,0,2.3217307387655532
DHAMTARI,2019,245.22193238265018,112.58174659460106,82.78010924669658,6.737810290361564,28.397588206557216,4.93,13.11,14.53,15.95,3.08,75,1,1,0,3.3355487086762787
DHAMTARI,2019,244.44558490011377,109.43544886166521,84.03238739370858,6.608800216572066,29.596338324847732,4.93,13.11,14.53,15.95,3.08,75,1,1,0,3.3469093839298703
DHAMTARI,2019,243.78497390187033,112.44089257022583,86.51912528934942,6.419071364036776,28.30657848775171,4.93,13.11,14.53,15.95,3.08,75,1,1,0,3.070482689252752
DHAMTARI,2019,253.2161234799943,113.74689128364898,85.95006877995012,6.846945033808487,28.15484094377737,4.93,13.11,14.53,15.95,3.08,75,1,1,0,3.1917996316939403
DHAMTARI,2019,243.35881535064038,107.7921845007648,79.64730024278744,6.61033352966677,28.784667971993784,4.93,13.11,14.53,15.95,3.08,75,1,1,0,3.0634679342866473
DURG,2000,37.82338643706369,17.979414793671147,12.098906269467818,6.804138621597015,26.429333750603835,10.76,10.39,5.0,2.52,0.1,75,1,1,0,0.501255690489871
DURG,2000,43.63440959897979,19.344951465021868,14.994289972919358,6.618472574873991,27.14678585960688,10.76,10.39,5.0,2.52,0.1,75,1,1,0,0.5041165514517751
DURG,2000,37.7105562662638,18.4701677389653,12.2178407102294,6.126041190386427,25.972354246513827,10.76,10.39,5.0,2.52,0.1,75,1,1,0,0.4918522055870227
DURG,2000,40.29190559455338,20.80138147462408,15.06888650788142,6.9211186377794505,27.04641101029233,10.76,10.39,5.0,2.52,0.1,75,1,1,0,0.5343539127563462
DURG,2000,50.95442902757469,21.086034385987567,16.471073534682727,6.644010272619718,27.533821474316866,10.76,10.39,5.0,2.52,0.1,75,1,1,0,0.533070294899351
DURG,2001,112.00659365399629,49.403865815897525,38.778041893869755,6.426502737787064,29.009088863534455,11.5,9.6,9.57,4.32,2.76,75,1,1,0,1.3381152985036335
DURG,2001,102.62463714120707,44.63613367050938,37.31856163609787,6.608324386957968,27.524689337823574,11.5,9.6,9.57,4.32,2.76,75,1,1,0,1.4319925036743375
DURG,2001,109.1816220190153,46.953360765176335,38.337152905493554,6.530199316590847,27.249165701725868,11.5,9.6,9.57,4.32,2.76,75,1,1,0,1.3262677476838933
DURG,2001,108.41449480183,47.99455896832631,35.50383474598972,6.1695727750372775,27.886226120283606,11.5,9.6,9.57,4.32,2.76,75,1,1,0,1.3310306784990327
DURG,2001,116.4669836032352,48.954045637529276,38.27926714144887,6.444265614993817,28.174399216406147,11.5,9.6,9.57,4.32,2.76,75,1,1,0,1.3763605695399268
DURG,2002,39.34212806837292,16.000293407350366,11.970844405732041,6.329706272080621,27.079091413264944,7.52,3.92,10.15,2.49,1.1,75,1,1,0,0.5465005648114432
DURG,2002,47.934821535340646,24.019907814471313,15.511362848142674,6.750523562147872,28.01194048990566,7.52,3.92,10.15,2.49,1.1,75,1,1,0,0.5336947766935349
DURG,2002,35.521589279087536,18.33073212192598,10.17898762495566,6.640571506237355,26.504101920572417,7.52,3.92,10.15,2.49,1.1,75,1,1,0,0.555374957308418
DURG,2002,43.39662109824843,20.58604770581752,15.953423237805382,6.5975079582213825,27.968548395447733,7.52,3.92,10.15,2.49,1.1,75,1,1,0,0.522173255038515
DURG,2002,49.35928159921801,20.523315663996705,14.287277419803974,6.274340822733826,26.919180011818682,7.52,3.92,10.15,2.49,1.1,75,1,1,0,0.5362020842469994
DURG,2003,121.35267872199863,54.0021152047264,42.646462748312196,6.7550884029517855,27.767288172276402,2.91,11.8,16.16,10.64,4.38,75,1,1,0,1.5411400495646888
DURG,2003,120.09451277823797,54.33975717319609,42.982012462605994,6.320998980791389,28.225311495511527,2.91,11.8,16.16,10.64,4.38,75,1,1,0,1.5992922704773413
DURG,2003,127.2873485222523,57.911456508719596,40.30650570030882,6.676848266071453,28.411394517898955,2.91,11.8,16.16,10.64,4.38,75,1,1,0,1.681126713059944
DURG,2003,135.07115852217737,64.8263806170008,47.95862742975386,6.438999559429277,28.079650570385713,2.91,11.8,16.16,10.64,4.38,75,1,1,0,1.6831300708562418
DURG,2003,116.38419119478445,53.08213770780765,42.24162644036416,6.212462419609486,28.496501231808445,2.91,11.8,16.16,10.64,4.38,75,1,1,0,1.5992620211320543
DURG,2004,102.88925080781215,47.54559489702063,33.74749901627843,6.331451393867497,26.429639205385364,8.32,9.6,5.85,7.03,0.8,75,1,1,0,1.4182810229897056
DURG,2004,102.95411218980796,46.23900656927991,36.01193554625473,6.635787054335382,27.322831361653638,8.32,9.6,5.85,7.03,0.8,75,1,1,0,1.4031799229741195
DURG,2004,106.46998035841874,48.56699110399714,37.62647669932467,6.39842498682333,27.251801982324057,8.32,9.6,5.85,7.03,0.8,75,1,1,0,1.3536137176853844
DURG,2004,111.86524055706539,49.42859651781764,38.50753989006282,6.233927217252171,26.69876098015404,8.32,9.6,5.85,7.03,0.8,75,1,1,0,1.383160746743812
DURG,2004,107.67478429424712,51.152128778248816,33.5200680397409,6.320754882045328,27.478916276148297,8.32,9.6,5.85,7.03,0.8,75,1,1,0,1.3935229644686913
DURG,2005,119.91364610084908,52.499499208330484,42.15875190805406,6.566627747463728,28.084073666109717,4.13,17.87,11.17,10.74,4.46,75,1,1,0,1.5825918164190649
DURG,2005,120.86394625891275,54.401791120581755,42.601384300299095,6.719597418769142,27.406151081470338,4.13,17.87,11.17,10.74,4.46,75,1,1,0,1.7138929541686032
DURG,2005,131.1619162610322,59.18797580926637,44.159653202364005,6.703952593985087,26.702750254947244,4.13,17.87,11.17,10.74,4.46,75,1,1,0,1.5776313738133674
DURG,2005,126.70499818244014,58.38069794753672,44.77583093519193,6.439747658711446,27.839699186109744,4.13,17.87,11.17,10.74,4.46,75,1,1,0,1.5709222961641902
DURG,2005,114.39932979854768,52.65112670042753,43.201992144040446,6.427768193195703,27.76810981798683,4.13,17.87,11.17,10.74,4.46,75,1,1,0,1.5691873154746188
DURG,2006,117.56511415087274,54.41630913411738,44.0551078949063,6.551233058267921,28.72062127230072,2.71,11.72,10.69,9.19,0.27,75,1,1,0,1.4361658740120018
DURG,2006,112.71040938689482,51.98478399531634,38.35922593528869,6.604606314191937,29.260180731393636,2.71,11.72,10.69,9.19,0.27,75,1,1,0,1.4201612041927807
DURG,2006,115.14549721632831,52.67736031908517,41.19013343216922,6.537251062582768,29.001577096166113,2.71,11.72,10.69,9.19,0.27,75,1,1,0,1.4716329179572434
DURG,2006,101.32714741557794,44.55746040333841,35.12798548967433,6.771596899219686,27.617397500464357,2.71,11.72,10.69,9.19,0.27,75,1,1,0,1.476532771741031
DURG,2006,110.51397480481279,54.163785868585045,40.029942964109566,6.80530290859416,29.222546216364,2.71,11.72,10.69,9.19,0.27,75,1,1,0,1.4073591897308244
DURG,2007,116.7838548133955,55.82218101138075,39.42924117816066,6.316590705212431,27.190226363527334,20.5,10.57,8.94,6.99,0.61,75,1,1,0,1.5601956109514508
DURG,2007,113.67347529997473,49.04240494585734,39.617729797444255,6.516531648707964,25.815076879432194,20.5,10.57,8.94,6.99,0.61,75,1,1,0,1.5370286280859504
DURG,2007,126.54417855417093,54.18086733947446,45.549284955824824,6.2219849465599015,26.484721544304634,20.5,10.57,8.94,6.99,0.61,75,1,1,0,1.5009112500658353
DURG,2007,122.2975520493199,52.0556834766466,43.79826249118076,6.558882135713958,26.067037146706724,20.5,10.57,8.94,6.99,0.61,75,1,1,0,1.5227405217810144
DURG,2007,115.29830766228402,52.006529403650404,40.732561448976014,6.639748518211598,25.78341852088458,20.5,10.57,8.94,6.99,0.61,75,1,1,0,1.5577280372364277
DURG,2008,74.67037617778408,33.41256314265348,26.09526570714711,6.2151249092391145,28.597471505173964,7.89,6.13,8.01,11.65,0.39,75,1,1,0,0.923690264362137
DURG,2008,69.61860388894834,28.014984077926407,21.866524286426163,6.50195577218068,29.488191527900003,7.89,6.13,8.01,11.65,0.39,75,1,1,0,0.9467363461056162
DURG,2008,71.86213812515096,32.18514033703969,25.989231514052292,6.704118926130886,28.56598853274437,7.89,6.13,8.01,11.65,0.39,75,1,1,0,0.9231453531891081
DURG,2008,65.13132949482788,31.769280994406007,25.1143896315675,6.55801895618666,29.13651142022105,7.89,6.13,8.01,11.65,0.39,75,1,1,0,0.9308142244535228
DURG,2008,76.08791505829858,30.681533562153533,27.354689637039677,6.640413556069987,28.09944027384329,7.89,6.13,8.01,11.65,0.39,75,1,1,0,0.9445859342655093
DURG,2009,62.68891554048407,30.1269429908014,20.038877470411144,6.149098127672032,27.86528913016243,2.13,19.54,9.06,2.82,1.2,75,1,1,0,0.8125229242596751
DURG,2009,61.519527153401405,27.326492779560844,20.488305960820135,6.890724523396081,27.72641123739228,2.13,19.54,9.06,2.82,1.2,75,1,1,0,0.7831538662127222
DURG,2009,55.48921452336183,25.49880825285639,20.93462878351642,6.413091026843391,28.440452671670542,2.13,19.54,9.06,2.82,1.2,75,1,1,0,0.7576208946150532
DURG,2009,55.973396933869566,25.2348862100386,21.211524226114012,6.517808027939307,29.059916531983365,2.13,19.54,9.06,2.82,1.2,75,1,1,0,0.7600199494075115
DURG,2009,57.18162735540378,27.06289322610618,21.940188763562595,6.517554991378887,28.492476797391035,2.13,19.54,9.06,2.82,1.2,75,1,1,0,0.8075497931181191
DURG,2010,135.17450822962124,62.08402165313035,45.103484724481355,6.531609306808873,27.112852245637857,4.87,15.02,7.64,9.71,2.1,75,1,1,0,1.9007974406557477
DURG,2010,141.97994989525577,65.92113085575974,47.28303731542225,6.800156255313204,26.40910708658678,4.87,15.02,7.64,9.71,2.1,75,1,1,0,1.8149808686683802
DURG,2010,142.9685459563951,63.035839821991694,50.04170611951955,6.321703408409585,25.808960788598267,4.87,15.02,7.64,9.71,2.1,75,1,1,0,1.876927047451518
DURG,2010,148.4973073606574,67.32807905671602,54.47162383349146,6.3427920607979615,27.455552270143777,4.87,15.02,7.64,9.71,2.1,75,1,1,0,1.7569618689010742
DURG,2010,149.09180617168556,66.71361478858697,54.475241762796394,6.631363858818617,27.478519229027704,4.87,15.02,7.64,9.71,2.1,75,1,1,0,1.8751583992471417
DURG,2011,140.93748066684844,66.6479059677702,48.377438007649864,6.739387238566925,25.80479585403008,6.37,12.31,15.39,12.33,0.15,75,1,1,0,1.8254330372227558
DURG,2011,146.15822736788616,66.63778652642625,47.72589289371398,6.333812713824021,26.753880426686823,6.37,12.31,15.39,12.33,0.15,75,1,1,0,1.9252053554652517
DURG,2011,150.040195579626,66.58563527150552,51.088981488699346,6.3905645799307536,27.57829887015682,6.37,12.31,15.39,12.33,0.15,75,1,1,0,1.9030096413859976
DURG,2011,151.7743679515993,66.03762301258055,53.17850805578553,6.538527176644011,26.41755508952108,6.37,12.31,15.39,12.33,0.15,75,1,1,0,1.9358079037009535
DURG,2011,152.90795583145135,68.73822932591226,53.75534532462475,6.576751946374943,26.24315390984883,6.37,12.31,15.39,12.33,0.15,75,1,1,0,1.8494772147368659
DURG,2012,173.9067999959667,81.69753726998594,65.02410572461731,6.607075299265242,27.135217306564755,8.37,18.82,16.32,7.86,0.71,75,1,1,0,2.2018696189535625
DURG,2012,184.1220602339218,84.31194651864679,62.47694100394586,6.366485213808218,27.852071254755497,8.37,18.82,16.32,7.86,0.71,75,1,1,0,2.2552791927239975
DURG,2012,182.19152460230364,82.60499015233401,61.548369071679666,6.037545355306998,27.82949580938828,8.37,18.82,16.32,7.86,0.71,75,1,1,0,2.3764131684566876
DURG,2012,169.36826382245144,72.67128874683094,57.333564795399575,6.445872225595361,27.23701733372675,8.37,18.82,16.32,7.86,0.71,75,1,1,0,2.3226602222229857
DURG,2012,165.41085235087945,76.85458775208717,56.31166151177355,6.094282113774501,28.208350334805893,8.37,18.82,16.32,7.86,0.71,75,1,1,0,2.2747099681349168
DURG,2013,147.85723633789434,64.38544135456674,49.1232694087026,6.30796219236602,28.005747674384597,12.61,17.71,12.73,5.6,5.26,75,1,1,0,2.0182998169389137
DURG,2013,147.7333015073009,65.39304270231968,50.6975059515499,6.517297207014534,27.695500001660044,12.61,17.71,12.73,5.6,5.26,75,1,1,0,1.8482431486944984
DURG,2013,144.13794282898192,62.06000232660181,48.69066615413641,6.320388106768601,27.228843272582168,12.61,17.71,12.73,5.6,5.26,75,1,1,0,1.8842758894104048
DURG,2013,152.7587283169709,66.83309994947294,54.70770733573215,6.52159388514264,27.959259102093835,12.61,17.71,12.73,5.6,5.26,75,1,1,0,1.9670128502561355
DURG,2013,145.40170061249964,61.86835412315634,49.33649712923286,6.701616374157035,26.525752999223496,12.61,17.71,12.73,5.6,5.26,75,1,1,0,1.8576916441644629
DURG,2014,152.02066501382194,67.97658388092806,50.556959572355055,6.761872785586526,28.08974555462291,2.97,16.55,7.69,9.15,2.54,75,1,1,0,1.9253432528635592
DURG,2014,156.20342243255865,72.90029323570555,55.939541550891654,6.357521830553598,27.903423853596383,2.97,16.55,7.69,9.15,2.54,75,1,1,0,1.7846687920037183
DURG,2014,137.88073508512412,60.49910156153594,50.35412966291313,6.38915775451397,27.549534767664486,2.97,16.55,7.69,9.15,2.54,75,1,1,0,1.7672759923079187
DURG,2014,133.60421061183118,60.18896879295274,47.8568997635359,6.45224673074405,27.89211623675665,2.97,16.55,7.69,9.15,2.54,75,1,1,0,1.8972934913407793
DURG,2014,143.42066757597829,64.37781494894948,50.183298342746305,6.7613411053165455,27.802790586848527,2.97,16.55,7.69,9.15,2.54,75,1,1,0,1.82580306872911
DURG,2015,101.77882636596753,46.42245905425959,35.522557047483566,6.567524793190286,28.116949849137484,10.0,7.41,9.01,8.16,0.16,75,1,1,0,1.3746526164440758
DURG,2015,114.06937749244914,51.581064740428026,38.71145600377013,6.344214920189596,29.021043934113642,10.0,7.41,9.01,8.16,0.16,75,1,1,0,1.3126871295925537
DURG,2015,104.60409259879141,48.41195435865307,37.03009176689538,6.3062955014057165,28.647183171219318,10.0,7.41,9.01,8.16,0.16,75,1,1,0,1.318005373740421
DURG,2015,102.83513450615897,48.10592054344468,36.47542174470515,6.313796226639412,28.28417761304584,10.0,7.41,9.01,8.16,0.16,75,1,1,0,1.3308389221636912
DURG,2015,94.60227808781293,44.18926244669192,31.529775412971457,6.835618528121597,28.202508647728667,10.0,7.41,9.01,8.16,0.16,75,1,1,0,1.2809578113305466
DURG,2016,229.42604603600574,104.30071874977477,78.99380722274469,6.892242311951619,29.40965914334966,6.0,11.99,7.92,12.03,2.14,75,1,1,0,2.9242389524594246
DURG,2016,224.33483850043712,100.24676400792445,77.01151481172954,6.4302304186815045,29.473280677227823,6.0,11.99,7.92,12.03,2.14,75,1,1,0,2.8181929863676562
