District,Year,nitrogen,phosphorus,potassium,ph,temperature,rainfall,humidity,irrigation_type,crop_variety,soil_type,yield
Raigarh,2013,103.55070193752255,43.72303205931369,51.212458692644404,6.2,25.616720382616418,1249.391734199696,66.73800625249186,1.0,1.0,2.0,5.097031904386299
Bastar,2011,97.23438419712758,30.869412717609826,31.86877563644021,5.5,28.851974847693572,1461.9502634081682,85.3488929147124,2.0,2.0,1.0,4.964970231137025
Raipur,2021,111.16495382399398,50.64725372497694,45.67311541605394,6.8,32.348665758771865,1270.8246635749958,84.7688816714375,0.0,0.0,0.0,5.891917703564245
Raigarh,2011,114.4538054800839,42.83486185786106,51.65587053564243,6.2,24.125645895387926,1095.0593361335636,79.17470196067421,1.0,1.0,2.0,5.286130135121841
Bastar,2020,80.59868918566931,38.95803491562105,32.88841806045336,5.5,27.33372666623526,1312.2816278140845,86.74378061219169,2.0,2.0,1.0,4.492407871347632
Bastar,2016,76.39972178868598,41.06772805536879,38.31223683987689,5.5,26.468841594866507,1564.6759044958008,86.79471998810399,2.0,2.0,1.0,4.74115163629464
Raigarh,2013,85.31831111447264,44.10600458649944,37.693715329824386,6.2,25.769521232990318,1052.7811583575021,76.89085295783072,1.0,1.0,2.0,4.576641603197397
Surguja,2021,89.23743166688595,41.18016719296654,35.074334011429094,6.2,23.900730982374952,1155.7180906594288,72.60228145064619,1.0,1.0,2.0,4.58860348735782
Surguja,2010,103.1578617180133,46.587638763979655,51.423166929523774,6.2,25.261836636774056,1101.0216905649497,69.78697421298166,1.0,1.0,2.0,4.9556766139940525
Korba,2024,98.96503288323535,45.49115862363015,51.51573884334897,6.2,22.514788010232714,1198.7954630067802,65.6027431107319,1.0,1.0,2.0,4.91107233203144
Raigarh,2023,93.68460882793295,40.88437533864785,40.04335540499686,6.2,26.326067691954293,1242.9615315187705,70.771706548366,1.0,1.0,2.0,4.865202226764929
Raipur,2022,129.84408074607424,58.12501410217785,52.685058815743595,6.8,28.7097252167832,1222.9362182472953,70.32539226348396,0.0,0.0,0.0,6.329526664976812
Bilaspur,2020,134.42967545487315,62.905332093527086,45.423818617646425,6.8,30.74254238166956,1193.1936235324229,78.76130455225103,0.0,0.0,0.0,6.259237668711244
Raipur,2020,140.20224213588853,51.55610264910846,41.60810349659429,6.8,28.95351947351361,1172.7524850821897,75.74288147778503,0.0,0.0,0.0,6.370448481413722
Janjgir-Champa,2016,122.12126029754411,47.07724368621794,48.709844575612955,6.8,33.25538389609507,1272.2363316908736,71.56185609536448,0.0,0.0,0.0,6.0088730941712285
Janjgir-Champa,2014,114.9852772420881,50.00471441325842,44.05622201517291,6.8,31.23286042104042,1237.0694621212986,77.25644603091655,0.0,0.0,0.0,6.074762556753089
Bastar,2022,83.01643429694683,41.939419779910665,34.433218107580316,5.5,27.205177076477067,1461.1235927495122,84.47104262018968,2.0,2.0,1.0,4.634651302812794
Janjgir-Champa,2011,120.42232385195167,52.57445389909611,46.91298452316422,6.8,33.25457207464348,1176.7449456364573,77.0139365854641,0.0,0.0,0.0,6.095654749869528
Raipur,2014,107.3232730605138,61.527116048946915,49.3269402319444,6.8,32.389174104588115,1105.3461342510084,77.09841895300015,0.0,0.0,0.0,5.9328040738161185
Korba,2016,108.60860238579278,37.48350429467403,46.46466255198739,6.2,26.36901623131327,1159.0863770201913,78.02488711357772,1.0,1.0,2.0,5.143402666423727
Raipur,2023,148.01617142726607,62.3977544588367,42.625756727803235,6.8,33.20587381214848,1113.1435242941805,80.35083859622281,0.0,0.0,0.0,6.60136259597962
Surguja,2024,97.42102866225135,42.37391113029534,45.09597664016491,6.2,23.341707436744308,1142.648525808143,65.30139474399182,1.0,1.0,2.0,4.911241622924219
Bastar,2024,97.87217158944473,39.56855506110557,42.52452457443351,5.5,27.332037660615498,1391.9669360408184,76.95656861798082,2.0,2.0,1.0,4.95087055533392
Bastar,2024,76.87880152172374,42.37260460082024,40.78935624036049,5.5,25.193262728280885,1389.9588095568763,84.439364662663,2.0,2.0,1.0,4.721467625460916
Raigarh,2017,109.64133548595551,47.511173053899256,46.67725142750103,6.2,24.48212217021139,1143.755134809824,72.19698345106204,1.0,1.0,2.0,4.855027069418647
Raigarh,2018,104.193462372113,49.57313683334438,47.47289870825182,6.2,22.95433281432894,1189.565129149212,79.932565645009,1.0,1.0,2.0,4.9536450887279475
Raipur,2010,128.47314204911493,62.64947585565966,43.256530509601255,6.8,29.555658240662975,1133.6152122483365,78.42814847936452,0.0,0.0,0.0,6.060981548868175
Bilaspur,2024,138.3327468436029,48.9212251163207,46.824427684496335,6.8,29.976526847717423,1226.6139122908821,80.13708323590184,0.0,0.0,0.0,6.527461198025128
Durg,2012,133.86043848666384,48.69355580060281,59.81103504321006,6.8,32.97931212588643,1137.108268137165,73.69932299589175,0.0,0.0,0.0,6.227808890553127
Bilaspur,2013,141.84604506106655,51.21108237076664,49.61032557102327,6.8,28.75952225367628,1295.3121792948803,83.92461879535645,0.0,0.0,0.0,6.618671633028207
Durg,2013,144.48864977974193,50.73432361351183,49.564051623603724,6.8,30.13092018075259,1194.083528455949,83.51650208028656,0.0,0.0,0.0,6.538911695515322
Korba,2024,103.39447825060222,38.847599284689025,54.11925946181638,6.2,22.222002940955814,1247.9483043178438,66.94510426602179,1.0,1.0,2.0,5.137750472920699
Raipur,2022,100.4224607157268,51.10455693840268,43.61282914578487,6.8,28.6508407592049,1102.014574938454,82.33745653137872,0.0,0.0,0.0,5.508546048177829
Surguja,2018,108.44938093024075,35.60959807366702,51.614148633171105,6.2,26.93340403616245,1079.140685471647,77.0448392626623,1.0,1.0,2.0,4.814600361333753
Surguja,2023,97.67117181647896,47.19885095285074,36.91016182671699,6.2,26.01595940220779,1129.2554578357283,65.0777278599559,1.0,1.0,2.0,4.795504529326298
Bastar,2013,88.04625988683341,30.23883036154436,43.62355267470106,5.5,25.41176385050249,1535.8807822479932,80.65694917960981,2.0,2.0,1.0,4.884292191036246
Surguja,2021,97.48530168298939,40.78081694221526,44.24209928759162,6.2,24.48242699524893,1205.3672745283286,66.85860665410064,1.0,1.0,2.0,4.874006642815218
Durg,2012,104.78413435073332,51.0575877993045,40.62067907685113,6.8,30.587227323435105,1219.7807712768988,82.98509093087738,0.0,0.0,0.0,5.89153626532647
Raigarh,2012,109.12300446682468,48.12788827403794,39.38738148955706,6.2,22.42001462736998,1233.6905779174363,72.61135828530243,1.0,1.0,2.0,5.351210411496049
Raipur,2018,144.99793058612616,46.28005632714244,59.78273690821662,6.8,30.148449544187244,1247.3566751414319,70.51671259053397,0.0,0.0,0.0,6.7271233069730085
Durg,2020,116.96086582256417,59.21491967515342,56.10859331346992,6.8,30.018894768693176,1106.8085739232595,79.3371956391344,0.0,0.0,0.0,5.73226836034039
Raipur,2014,109.004737589075,64.19411341397577,57.22845377746973,6.8,29.310188591707426,1207.119986033786,83.68917374654775,0.0,0.0,0.0,5.802760543870151
Durg,2024,113.13760194504681,49.50369783336432,46.379042019445,6.8,29.982938556844363,1126.9926589048662,74.01534857312143,0.0,0.0,0.0,5.98280482998409
Bilaspur,2015,100.4879388404441,57.95645929940047,40.737020539725194,6.8,33.38384834725696,1160.5453618506513,74.94600597987345,0.0,0.0,0.0,5.679312051248559
Bilaspur,2015,115.40356493928799,47.71740222474049,59.18518910136393,6.8,28.231532167254866,1211.9291905328312,73.11430007485552,0.0,0.0,0.0,5.972179729632645
Bilaspur,2024,138.5202872269505,57.738634534232546,47.700636200369594,6.8,30.728456375228788,1248.7855228628725,82.32110438390355,0.0,0.0,0.0,6.5068162086680745
Surguja,2022,100.47842803964565,38.892426698739314,50.2474235456296,6.2,25.291320311128587,1151.7668029477957,76.28737330851254,1.0,1.0,2.0,5.131269621574213
Korba,2019,111.8490583955917,49.867361791847905,52.32981119342851,6.2,23.187808226466085,1236.0252570151063,65.99955050443648,1.0,1.0,2.0,5.226904977327778
Surguja,2012,85.52335576475731,42.03461677723659,39.23385582334874,6.2,22.065749558301366,1001.8584143547328,77.34444661079738,1.0,1.0,2.0,4.709520406960363
Korba,2020,109.71549225971306,38.60308214677679,39.07446075035161,6.2,26.76845722141199,1231.7174963712996,66.61079356764573,1.0,1.0,2.0,5.225543851010147
Korba,2022,103.97954588551808,47.42786264443945,36.46953967316692,6.2,25.258265197099927,1110.7800142758929,65.61897860506839,1.0,1.0,2.0,5.075677602739372
Durg,2011,143.56290710720782,60.62716150549072,43.589297986378845,6.8,28.987634387539444,1170.7851374006589,77.94185040719216,0.0,0.0,0.0,6.5417447555682555
Durg,2011,131.30187072956932,52.07087615340842,50.70384006690618,6.8,31.71112947001059,1228.9823357157447,76.33247637940114,0.0,0.0,0.0,6.1979232491417
Surguja,2023,101.59989765093835,43.07072594922582,52.68013353657644,6.2,24.170560855306167,1076.1258576144667,66.24353396407798,1.0,1.0,2.0,4.778852191897245
Raipur,2014,130.9813387359104,52.85482964174648,40.14696987646504,6.8,29.120554388139468,1227.3114735552915,76.40775459199439,0.0,0.0,0.0,6.454832325470092
Raipur,2013,126.24559272959056,58.45272174985615,47.39620900445129,6.8,30.794471060814516,1194.8734474166818,76.62529850035628,0.0,0.0,0.0,6.225727775326161
Raigarh,2014,114.4812336574911,39.19750599438182,39.36835231593834,6.2,25.183771272870526,1120.1952708146264,65.19536122905552,1.0,1.0,2.0,5.1739911137814
Janjgir-Champa,2022,136.75993984302337,58.66165755344305,45.12406016447177,6.8,30.036211216491594,1203.89898582535,70.58025160594651,0.0,0.0,0.0,6.379654594167291
Raipur,2014,124.56445043363004,64.12781432073693,50.60640534629382,6.8,33.714980837371726,1138.037763314024,75.32874528635692,0.0,0.0,0.0,6.107071466270405
Surguja,2019,111.84176883223688,38.80132496107216,43.6061536816219,6.2,24.699769907114526,1123.4086996831095,69.90646862906561,1.0,1.0,2.0,4.987828077074558
Bastar,2013,94.83246827396715,38.16631613581848,43.815501790985344,5.5,26.931354625298493,1306.6936177349028,83.51309732857834,2.0,2.0,1.0,4.916952183633448
Bastar,2018,88.52287299558535,36.602591697539054,37.100639061296555,5.5,28.789227164361442,1532.1665982988065,80.33063529055067,2.0,2.0,1.0,4.723892670661609
Surguja,2017,99.44909062467903,38.047580617009366,46.08936808140969,6.2,26.874392429888072,1032.2060149180115,71.22400601291667,1.0,1.0,2.0,4.998432006618307
Bilaspur,2022,125.30720719927538,50.45774010209896,52.079349699362695,6.8,31.661429636222504,1115.8918139370983,84.52770078320793,0.0,0.0,0.0,6.075207589170887
Surguja,2018,92.25382129990787,40.129004214985585,41.389182533971365,6.2,24.778481210881363,1118.5146669057601,76.92644786540205,1.0,1.0,2.0,4.810091221323518
Durg,2011,131.7983321887737,48.04749815360201,57.90111849108324,6.8,31.595302742509716,1264.7552691109213,80.28495456735045,0.0,0.0,0.0,6.339472324626887
Raipur,2010,113.8755430634536,54.619087776016976,50.73920388462612,6.8,33.63069937902866,1245.292892806729,79.41836180486854,0.0,0.0,0.0,6.041503409659655
Raigarh,2022,99.13196008468937,46.66282700402601,39.25756059631807,6.2,24.75583419001651,1158.5091429849444,77.52276334298155,1.0,1.0,2.0,4.95289104166232
Raipur,2010,135.20694505280022,51.32572805981968,45.022302730880995,6.8,31.75229555460357,1150.1957350782745,72.36694218658447,0.0,0.0,0.0,6.395131649633107
Bastar,2024,87.78716606354745,43.92691822084133,33.00154697756727,5.5,24.3109719233407,1322.0271379004228,76.51322964291167,2.0,2.0,1.0,4.8132581322032655
Surguja,2015,113.27240536468162,40.52405256643321,42.55219941235964,6.2,25.98575425257725,1209.867900100855,67.55339408069354,1.0,1.0,2.0,5.212450620021623
Korba,2023,103.3500012515845,41.43421876098729,54.13369015522704,6.2,25.030774029327883,1133.668870836293,74.23055780479334,1.0,1.0,2.0,5.080146041711918
Bastar,2010,80.0990662941912,33.02535863714444,33.020396222856654,5.5,26.67073335798168,1464.7180863571773,81.68245319514799,2.0,2.0,1.0,4.814074191422025
Raipur,2011,132.88270874280488,46.82596112213558,56.535027144291895,6.8,32.18048179321484,1197.1218763695267,79.33708430721121,0.0,0.0,0.0,6.173202440178125
Bilaspur,2021,137.3069657466409,54.13625448414815,41.846284468406004,6.8,33.40437182406705,1173.7489064211122,72.05430475846583,0.0,0.0,0.0,6.517184981888396
Bastar,2019,70.71312362325973,39.81943269615395,37.89317695124685,5.5,27.065724192436587,1517.6008172637264,86.74376882127531,2.0,2.0,1.0,4.8094021368278135
Raigarh,2012,85.94703386198265,44.87431503817798,43.754964600405316,6.2,22.528313977604117,1189.1505742689155,70.7023955227584,1.0,1.0,2.0,4.8483101102172474
Bilaspur,2012,121.781132188565,63.084999381386055,57.28181226862104,6.8,32.31818083125431,1202.8281137733175,79.64379863073856,0.0,0.0,0.0,6.0411996609120395
Bastar,2020,82.15764748409518,41.15643286076547,31.595902016971124,5.5,25.70673073737595,1521.2200566040879,80.41462276458391,2.0,2.0,1.0,4.698666631376324
Korba,2020,107.59063984095835,37.67309887553697,43.83844010789639,6.2,22.506126855797138,1081.970728569506,74.48374058256509,1.0,1.0,2.0,4.91736875348439
Surguja,2022,85.25528583316341,36.60766915391561,47.1249021838123,6.2,24.360501904773223,1102.5787935382245,78.23561020238553,1.0,1.0,2.0,4.660307195300948
Surguja,2015,110.78958533512495,40.054328407393534,43.811249758647904,6.2,24.28064955101147,1036.685920981908,68.56396643317906,1.0,1.0,2.0,5.155592956069805
Durg,2022,107.9225005786872,51.70073974955287,42.0734684002719,6.8,33.7353375884059,1169.783236194899,73.84818050608467,0.0,0.0,0.0,5.82670828559096
Korba,2012,103.83037204331829,48.44234557978087,52.99469586496372,6.2,24.370948932976237,1038.9220416323944,69.30281651596184,1.0,1.0,2.0,4.943219263696442
Surguja,2018,92.71039730696181,43.213581321909714,44.772629952558084,6.2,25.803854624613514,1228.7751735777492,72.97715617255052,1.0,1.0,2.0,4.907358978419077
Raipur,2011,128.3985942931549,46.240385472249166,56.98423602700792,6.8,32.72086129309012,1237.4836739782952,72.38006978700766,0.0,0.0,0.0,6.311591374817505
Surguja,2014,114.67397932706837,36.3159279003057,44.24703955172993,6.2,26.135129536123525,1195.5239372016806,71.99913444039753,1.0,1.0,2.0,5.221221572143997
Bilaspur,2014,128.99640482550947,60.33883347708676,52.649681050221886,6.8,33.84909139258775,1184.7945858493815,76.68129716729709,0.0,0.0,0.0,6.140801370458582
Bastar,2023,81.69635569967596,43.51169934625576,30.99000622472645,5.5,27.77523682885208,1368.4935329731877,83.19580532533493,2.0,2.0,1.0,4.598901786305993
Raigarh,2019,110.46153271726271,35.37416970251718,47.91346849657097,6.2,25.34476169221751,1032.763090550928,68.25783151381496,1.0,1.0,2.0,5.0317036499742684
Raipur,2010,116.18914391511404,62.14455765585147,43.04882944656154,6.8,28.124441971578893,1150.2095993074481,71.90094555979213,0.0,0.0,0.0,5.8974873123549045
Durg,2010,145.98354211513907,52.8027726935895,50.96004757980767,6.8,31.569951932359892,1289.2488371839338,83.71897821239436,0.0,0.0,0.0,6.563099741796501
Raigarh,2024,105.9857331006127,39.071352003930606,41.8549029372629,6.2,26.91332624450026,1149.9112325340568,77.24080845718267,1.0,1.0,2.0,4.958366806506778
Raipur,2015,103.82791053391477,48.641328665366075,46.413734520557654,6.8,33.34262882917947,1211.3188834214604,70.08907134870356,0.0,0.0,0.0,5.703691011652148
Bilaspur,2010,122.12021841616993,62.41217381013101,56.01465130353247,6.8,30.170891298918146,1106.6515197841338,80.87265576519027,0.0,0.0,0.0,5.996987561331925
Bastar,2015,85.7225408665722,43.13114815023411,43.32885457340856,5.5,28.772836108354355,1506.4832300165642,88.70433157818077,2.0,2.0,1.0,5.031642315752197
Bastar,2022,74.62765784563675,44.39844629661319,41.60444038088024,5.5,27.875185274698534,1362.2668290509862,88.34358142063093,2.0,2.0,1.0,4.487307779483388
Janjgir-Champa,2015,123.86035404040227,52.27324834413121,42.113683004155284,6.8,28.77774850027207,1276.5371726977978,72.26416155767572,0.0,0.0,0.0,5.942373569423705
Korba,2021,114.06005481956176,35.90381502310469,38.35758848779657,6.2,23.886459936099442,1078.2682447698553,72.55866102928522,1.0,1.0,2.0,4.991789180399962
Korba,2010,100.74746228591926,42.18052649577281,36.19540653618839,6.2,26.37061539747897,1078.109274182861,71.62845889434362,1.0,1.0,2.0,4.912560368377678
Raigarh,2020,110.83270803699676,45.952488642429856,53.16833499943407,6.2,26.31485310161728,1089.7687971060539,70.44690474240572,1.0,1.0,2.0,4.989092760758558
Raigarh,2022,113.5627605528108,48.364277515860714,41.754945757826675,6.2,26.498957995331214,1034.5261151445184,78.87081967440719,1.0,1.0,2.0,5.008899003567106
Durg,2015,112.5029480967986,55.485984429910694,42.02127353193903,6.8,33.00983011381292,1232.8111499418799,75.8293357637537,0.0,0.0,0.0,5.939591046573308
Bastar,2013,86.0356231931243,39.09521791269239,39.95435665465263,5.5,26.805138785888445,1375.5370232704227,86.84002592408697,2.0,2.0,1.0,4.674838354575457
Durg,2014,130.6167552132643,51.55220671187935,46.045856229721906,6.8,33.940067620752785,1106.1458518799457,70.76896862983118,0.0,0.0,0.0,6.1395435100159395
Bastar,2012,71.4023196067479,38.84021030228921,36.281708206844584,5.5,25.4499206527232,1530.7396695977584,86.13931898235586,2.0,2.0,1.0,4.6224717395124015
Raipur,2022,146.47990949319833,61.85423019484263,52.17036508305204,6.8,33.4790191431547,1198.783983069445,70.1877504230067,0.0,0.0,0.0,6.619473956860451
Durg,2010,121.138043921088,47.757831554118816,52.42619277965611,6.8,30.81211390182326,1249.9079545309319,81.95628687886204,0.0,0.0,0.0,6.192420533193025
Bastar,2016,85.61646362713763,36.257143741784404,37.254355280843974,5.5,25.570626410152986,1517.4591313540507,84.73864134870749,2.0,2.0,1.0,4.751206152343843
Korba,2012,110.65941143468312,37.333572605420805,35.87795761637575,6.2,25.7923405744928,1061.5241495835842,75.917160993565,1.0,1.0,2.0,4.916042011409922
Raipur,2013,125.42732654838548,46.521522625327414,42.37983882897742,6.8,30.078076173376594,1126.0639786159973,78.6732623139242,0.0,0.0,0.0,6.120322196470968
Raigarh,2011,101.2210182816121,40.19702866939008,39.04029781848659,6.2,26.928402912012068,1116.0469830142715,70.24389301817199,1.0,1.0,2.0,5.041331157594554
Raipur,2016,124.13177846389905,51.95860353691684,59.593849323351535,6.8,29.10946361804206,1181.6752350080237,80.26720533464166,0.0,0.0,0.0,6.12850496247895
Bilaspur,2020,126.23914388432142,60.39749076030401,51.24997435846159,6.8,29.410815633930135,1294.268684498163,81.30366185361429,0.0,0.0,0.0,6.332320762908082
Janjgir-Champa,2019,110.97036851938894,59.482346961437216,56.93552744990804,6.8,29.009474382883457,1129.7273777078515,73.98062527197287,0.0,0.0,0.0,5.827679238553942
Bilaspur,2023,113.11879952974809,52.4541227106036,52.57383419486581,6.8,28.721828711906035,1235.7697402959298,77.85375658343756,0.0,0.0,0.0,6.066147416703271
Bilaspur,2022,131.55570203250713,54.90465045350188,54.84158593909537,6.8,31.30572330769406,1207.9799455609104,83.26777064590041,0.0,0.0,0.0,6.413254105984101
Bilaspur,2022,100.40242312680998,64.8857287591875,42.9871101428496,6.8,28.776475918807044,1299.8630742684074,82.19521837719196,0.0,0.0,0.0,5.96042028401437
Surguja,2023,98.59647345974125,44.036737776638994,40.073479348618534,6.2,22.32002856864458,1010.3982801655637,72.73390238135639,1.0,1.0,2.0,4.732382555757821
Bastar,2015,77.0012967456512,34.41041549389355,34.47820394918333,5.5,24.556078282003458,1462.8736720745108,81.4163599015149,2.0,2.0,1.0,4.609908182526396
Korba,2023,94.07748884541498,48.806204252237876,37.719590357299985,6.2,26.51091597956882,1038.9286789645073,74.19191430516771,1.0,1.0,2.0,4.934514386592197
Bilaspur,2020,147.9158721705412,48.41740449845558,46.35561234187826,6.8,33.50069348886595,1283.7790405235614,80.3415189718245,0.0,0.0,0.0,6.690321877910151
Janjgir-Champa,2016,102.78623840637466,53.2687728026869,57.77143371371368,6.8,29.015255459024928,1111.29901570736,70.9109647898184,0.0,0.0,0.0,5.768719505221532
Raipur,2010,121.26631603198622,57.78477355839637,48.96642900761728,6.8,28.535539234130088,1290.5773172592944,73.5532182182982,0.0,0.0,0.0,6.2660350244397085
Surguja,2016,101.59579959764238,41.29226810305593,39.59784127967465,6.2,26.224059641617668,1116.597542185846,79.89884917620743,1.0,1.0,2.0,4.740806723342013
Raipur,2023,103.06573654594233,56.28596361578762,44.1148954737013,6.8,30.154746305736357,1157.4239673731406,82.77827969179208,0.0,0.0,0.0,5.633197290113151
Bilaspur,2019,145.95041082677682,58.763664135055805,57.82204677608945,6.8,33.803241889356194,1135.8475707118575,83.01049670733165,0.0,0.0,0.0,6.708592595541919
Durg,2019,110.48177331278585,56.11686820470942,59.90485226972224,6.8,30.482843236063985,1104.0817194571962,83.00506060421321,0.0,0.0,0.0,5.955322410985299
Durg,2015,128.76539422120672,63.29550295795899,58.90192340253364,6.8,28.410947156012984,1118.0738839332391,72.52695791928642,0.0,0.0,0.0,6.186213318574376
Bastar,2013,93.67835969829233,38.1760758779112,32.330409530902095,5.5,28.378592930876707,1565.6363655253208,81.73195809403968,2.0,2.0,1.0,5.250612479476223
Bilaspur,2010,108.16621791496087,58.42962806891114,46.05277924565466,6.8,31.094270818389706,1201.5338895895054,72.36136448038661,0.0,0.0,0.0,5.7683113578742935
Raigarh,2014,92.98733067309088,40.40759650822487,39.04956871051926,6.2,26.85793756419706,1240.8428324212323,69.83303979053883,1.0,1.0,2.0,5.099018578647563
Raipur,2011,119.1800167278997,52.61470112665095,58.95847270391724,6.8,33.79870730355052,1175.4927577479823,76.26228784311083,0.0,0.0,0.0,6.059984349426372
Surguja,2010,99.15522657799224,41.274595419462784,36.89657934543912,6.2,23.211819629934244,1202.4030071674244,69.22639030341028,1.0,1.0,2.0,4.937099716543934
Korba,2010,95.89986589494364,35.67959121243289,51.43118165588966,6.2,25.17404642494724,1176.3574139464363,75.375930771926,1.0,1.0,2.0,4.824208981836544
Durg,2014,119.90641969215592,59.865005647601045,55.43055568176573,6.8,29.834541388332674,1130.1484696166021,74.99008695312303,0.0,0.0,0.0,6.018082291339327
Raigarh,2021,87.55592777098147,38.39936163594668,38.56695155441624,6.2,25.54439446097258,1148.3097204744317,77.76001663961137,1.0,1.0,2.0,4.812111076298981
Janjgir-Champa,2010,136.14903787199228,62.450657930447136,56.875928104180794,6.8,31.52095058009633,1110.7471159376032,78.32686840731317,0.0,0.0,0.0,6.522795301118514
Bastar,2011,77.82575867111066,32.12451054029633,35.52597486703853,5.5,28.451177565242453,1418.4772266175637,87.39391978594946,2.0,2.0,1.0,4.806647629833309
Bilaspur,2013,118.92062670905493,54.88385913519373,42.27559849456437,6.8,31.169085112787776,1188.5968785053242,70.92187422933837,0.0,0.0,0.0,6.1944265781833625
Raipur,2018,143.49440521693464,55.501387269448685,52.985362732635785,6.8,31.47897604520333,1111.0568886290966,82.3071562605386,0.0,0.0,0.0,6.408717165750556
Korba,2019,112.1803847484282,46.01449700390448,54.101540047237194,6.2,22.99073893053479,1120.5072006183152,68.95819727129637,1.0,1.0,2.0,5.066094476019409
Korba,2013,95.38175646751093,41.778642348396644,35.514511371316644,6.2,26.814040481187035,1086.4011557631388,76.78392228489254,1.0,1.0,2.0,4.75456557691326
Bilaspur,2013,141.12296384428706,45.52506097061119,49.684059944100724,6.8,32.34672395918817,1253.7674941316536,78.4016381648957,0.0,0.0,0.0,6.482931913374975
Durg,2018,118.90358600501918,52.6948885091036,59.023138193629876,6.8,33.57138770200825,1241.645466852768,78.28315623356318,0.0,0.0,0.0,6.094212138939682
Raigarh,2019,98.5479615359126,49.321342956514215,47.18341025801639,6.2,23.933477418402443,1097.5552306356767,67.70528484303782,1.0,1.0,2.0,4.621722261378471
Korba,2019,85.5932186135086,39.392536842033806,47.78864827608417,6.2,25.42932266070578,1048.9213594452965,79.00576152887919,1.0,1.0,2.0,4.475092141107887
Surguja,2013,99.06169589254067,38.62283063583322,49.40270847553418,6.2,25.431288200037677,1114.717063999833,65.76722469063853,1.0,1.0,2.0,4.912198646400191
Raigarh,2024,111.68707348517444,36.7466654005495,49.00665743053782,6.2,23.984485945053112,1114.9578553038118,78.65337378575725,1.0,1.0,2.0,5.122593931565355
Korba,2015,96.07732656041692,46.50332321936044,39.97764809780734,6.2,22.850116287742477,1174.1508060180981,73.39817997767615,1.0,1.0,2.0,4.824390286910808
Bilaspur,2013,127.23635382288349,49.15866621734365,59.41891476161176,6.8,28.544673920378543,1164.191432100633,81.45364671773511,0.0,0.0,0.0,6.002587210674824
Raipur,2022,121.82049182242847,46.80393886124603,52.835536543552706,6.8,29.682143546127183,1119.3678857209386,78.79170725595945,0.0,0.0,0.0,6.09031709004351
Raipur,2015,135.87193512395328,63.625250314511035,44.365017482304566,6.8,32.03202256601591,1197.46969629406,75.37619572692023,0.0,0.0,0.0,6.562285176325314
Korba,2014,103.46947525658666,47.351223076596476,39.75109435712073,6.2,22.758360623495868,1233.769214361633,73.15858769241399,1.0,1.0,2.0,4.979528295782001
Surguja,2015,101.60532331275309,44.00595384017434,41.94261081125372,6.2,24.64513448883033,1083.8874620005452,72.40554812035742,1.0,1.0,2.0,4.980018180256423
Bilaspur,2012,102.58588584239953,63.903435865062676,40.146418041386006,6.8,28.917647202660167,1217.5601027214564,74.92745048428675,0.0,0.0,0.0,5.772001776380038
Surguja,2020,100.40454260129789,36.649035268301674,40.338220807545035,6.2,22.81642362231166,1071.8008790222054,77.3330500492051,1.0,1.0,2.0,4.993429759414857
Bastar,2024,81.28283596865114,38.2418969034853,31.770145871686978,5.5,27.84758437421368,1443.1912457086712,85.38586383047702,2.0,2.0,1.0,4.602518584694347
Surguja,2013,95.53640227836893,39.56663197215278,54.03581108350388,6.2,24.258312211997513,1064.7017725331903,70.59223523985375,1.0,1.0,2.0,4.678305948934985
Surguja,2013,102.83469644776797,41.1993033358952,39.03821186468218,6.2,22.697856231420463,1019.4685612225862,73.3533341971303,1.0,1.0,2.0,4.927114809903941
Raipur,2014,137.23221304133557,60.40885041181682,49.58202181257339,6.8,29.64169367077328,1242.5376789833097,71.41403144837192,0.0,0.0,0.0,6.541547071617796
Surguja,2017,91.85672387527292,49.242276652014134,47.02048241033719,6.2,24.048561614360988,1044.6271627322653,72.99141454290336,1.0,1.0,2.0,4.6589685407749535
Janjgir-Champa,2015,102.71292916437525,52.84830875720583,49.265413022859605,6.8,30.246765180745378,1162.5852857830012,80.60339162901826,0.0,0.0,0.0,5.697849238126523
Raigarh,2012,95.69418308515561,38.175909615523636,50.05196427608976,6.2,24.824984983903075,1058.907690568412,72.31894744715997,1.0,1.0,2.0,4.746638904972132
Durg,2013,144.69895708834588,60.93664996688,40.748144718998596,6.8,33.8110391441967,1135.4498969264262,81.57563168739648,0.0,0.0,0.0,6.408806503197873
Raigarh,2016,106.3793089693004,36.403705492990774,40.152706991297094,6.2,23.20841529398254,1084.9734355404835,78.53147668275682,1.0,1.0,2.0,4.9776599134622685
Durg,2023,116.13639024727577,58.77550733183824,52.101443387299966,6.8,28.512126745821693,1213.3154174826893,73.10292390491679,0.0,0.0,0.0,6.085695397759955
Bastar,2023,81.34796577797212,44.845193809562105,34.96187650698907,5.5,28.997687743388834,1490.7368604993783,78.4609765071954,2.0,2.0,1.0,4.750979776583429
Bastar,2016,70.89025603899141,44.241488827573534,35.59621340174033,5.5,28.602368426950537,1396.2023794453962,81.21493559752875,2.0,2.0,1.0,4.494003476115721
Janjgir-Champa,2011,125.02242884554781,53.01118548515627,50.42839800993727,6.8,32.17281461672312,1154.3135497949565,70.9529291516621,0.0,0.0,0.0,6.090032587040665
Bilaspur,2011,116.74919627279712,54.38316683327406,51.11378360983982,6.8,30.10589557688197,1111.7319770390782,70.04751118805262,0.0,0.0,0.0,5.874180161874354
